x_title,cat,Tag
baker packer/finisher,retail,1
baker packer/finisher,retail assistants,1
mitre 10 mega glenfield- special orders assistant,retail,1
mitre 10 mega glenfield- special orders assistant,retail assistants,1
kfc the base - front counter team member,retail,1
kfc the base - front counter team member,retail assistants,1
part time retail team member supercheap auto taupo,retail,1
part time retail team member supercheap auto taupo,retail assistants,1
night fill forklift driver- part time,retail,1
night fill forklift driver- part time,retail assistants,1
frontline customer service extraordinaire,retail,1
frontline customer service extraordinaire,retail assistants,1
sales - retail - whanganui,retail,1
sales - retail - whanganui,retail assistants,1
retail assistant - checkouts (part time) warkworth,retail,1
retail assistant - checkouts (part time) warkworth,retail assistants,1
boating & fishing online sales specialist,retail,1
boating & fishing online sales specialist,retail assistants,1
store assistants/duty managers,retail,1
store assistants/duty managers,retail assistants,1
sales professional | blockhouse bay,retail,1
sales professional | blockhouse bay,retail assistants,1
sales consultant- part-time,retail,1
sales consultant- part-time,retail assistants,1
kfc waihi are hiring team members!,retail,1
kfc waihi are hiring team members!,retail assistants,1
produce 2ic,retail,1
produce 2ic,retail assistants,1
"***apply today, start immediately!***",retail,1
"***apply today, start immediately!***",retail assistants,1
storeroom assistant - full time,retail,1
storeroom assistant - full time,retail assistants,1
sales assistant- napier,retail,1
sales assistant- napier,retail assistants,1
cashier - electrical - rangitikei street,retail,1
cashier - electrical - rangitikei street,retail assistants,1
supermarket assistant (multiple jobs available),retail,1
supermarket assistant (multiple jobs available),retail assistants,1
customer service - casual opportunity gore,retail,1
customer service - casual opportunity gore,retail assistants,1
sales assistant showrooms,retail,1
sales assistant showrooms,retail assistants,1
part time retail team member sca invercargill,retail,1
part time retail team member sca invercargill,retail assistants,1
trade sales assistant/powertools (wellington),retail,1
trade sales assistant/powertools (wellington),retail assistants,1
boating and fishing retail store supervisor,retail,1
boating and fishing retail store supervisor,retail assistants,1
christmas service assistant - lambton quay,retail,1
christmas service assistant - lambton quay,retail assistants,1
sales assistant in flooring,retail,1
sales assistant in flooring,retail assistants,1
"liquor assistant - henry's highfield, timaru",retail,1
"liquor assistant - henry's highfield, timaru",retail assistants,1
nightfill dry goods assistant,retail,1
nightfill dry goods assistant,retail assistants,1
"pita pit rangiora team leader, immediate start",retail,1
"pita pit rangiora team leader, immediate start",retail assistants,1
the baby factory new lynn,retail,1
the baby factory new lynn,retail assistants,1
sales assistant | sunglass style | tawa outlet,retail,1
sales assistant | sunglass style | tawa outlet,retail assistants,1
full time boating & fishing retail sales manukau,retail,1
full time boating & fishing retail sales manukau,retail assistants,1
customer service supervisor,retail,1
customer service supervisor,retail assistants,1
trade point of sale team member,retail,1
trade point of sale team member,retail assistants,1
retail sales professional | part time | richmond,retail,1
retail sales professional | part time | richmond,retail assistants,1
checkout operators - part time,retail,1
checkout operators - part time,retail assistants,1
cashier - electrical,retail,1
cashier - electrical,retail assistants,1
"csr sole charge ""night shift""",retail,1
"csr sole charge ""night shift""",retail assistants,1
junior salesperson/kitchen designer,retail,1
junior salesperson/kitchen designer,retail assistants,1
deli assistant,retail,1
deli assistant,retail assistants,1
** hugo boss auckland - retail assistant **,retail,1
** hugo boss auckland - retail assistant **,retail assistants,1
full time - retail photographic store,retail,1
full time - retail photographic store,retail assistants,1
burnsco sales assistant - mount maunganui,retail,1
burnsco sales assistant - mount maunganui,retail assistants,1
yard/customer service - silverdale,retail,1
yard/customer service - silverdale,retail assistants,1
morning fill grocery assistants,retail,1
morning fill grocery assistants,retail assistants,1
health and beauty advisor - henderson,retail,1
health and beauty advisor - henderson,retail assistants,1
sales and service assistant - 17 hours per fortnig,retail,1
sales and service assistant - 17 hours per fortnig,retail assistants,1
estee lauder beauty advisor (2ic) - albany,retail,1
estee lauder beauty advisor (2ic) - albany,retail assistants,1
retail assistant- off-licence- franklin / waikato,retail,1
retail assistant- off-licence- franklin / waikato,retail assistants,1
retail assistant - bayfair - casual,retail,1
retail assistant - bayfair - casual,retail assistants,1
z service stations bay of plenty,retail,1
z service stations bay of plenty,retail assistants,1
retail store/bar manager,retail,1
retail store/bar manager,retail assistants,1
grocery assistant - four square ohope beach,retail,1
grocery assistant - four square ohope beach,retail assistants,1
service deli part time,retail,1
service deli part time,retail assistants,1
mitre 10 mega glenfield- timber yard team member,retail,1
mitre 10 mega glenfield- timber yard team member,retail assistants,1
winton night'n day shop assistant,retail,1
winton night'n day shop assistant,retail assistants,1
sales associates - travel retail,retail,1
sales associates - travel retail,retail assistants,1
instore demonstrator,retail,1
instore demonstrator,retail assistants,1
fashion sales assistant,retail,1
fashion sales assistant,retail assistants,1
chilled/frozen foods and liquor assistant,retail,1
chilled/frozen foods and liquor assistant,retail assistants,1
poppies bookstore new plymouth vacancies,retail,1
poppies bookstore new plymouth vacancies,retail assistants,1
part time sales superstar,retail,1
part time sales superstar,retail assistants,1
bicycle mechanic (orewa),retail,1
bicycle mechanic (orewa),retail assistants,1
retail team member - part time,retail,1
retail team member - part time,retail assistants,1
tools team member,retail,1
tools team member,retail assistants,1
sales advisor - albany,retail,1
sales advisor - albany,retail assistants,1
delivery drivers (kfc + pizza hut) - west akl,retail,1
delivery drivers (kfc + pizza hut) - west akl,retail assistants,1
store manager,retail,1
store manager,retail assistants,1
checkout operators - experienced,retail,1
checkout operators - experienced,retail assistants,1
checkout team members,retail,1
checkout team members,retail assistants,1
"retail assistant - part time (warkworth, rodney)",retail,1
"retail assistant - part time (warkworth, rodney)",retail assistants,1
part time retail team member sca alicetown,retail,1
part time retail team member sca alicetown,retail assistants,1
sales and service assistant,retail,1
sales and service assistant,retail assistants,1
technology team member - wairau park,retail,1
technology team member - wairau park,retail assistants,1
seafood assistant- part time,retail,1
seafood assistant- part time,retail assistants,1
service station customer service,retail,1
service station customer service,retail assistants,1
sales person - inside garden dept,retail,1
sales person - inside garden dept,retail assistants,1
team member - dannevirke kfc,retail,1
team member - dannevirke kfc,retail assistants,1
retail sales professional,retail,1
retail sales professional,retail assistants,1
specialist: seasonal (whangaparaoa),retail,1
specialist: seasonal (whangaparaoa),retail assistants,1
full time & part time sales positions hawera,retail,1
full time & part time sales positions hawera,retail assistants,1
sales advisor - willis street,retail,1
sales advisor - willis street,retail assistants,1
"experienced sales assistant- briscoes, invercargil",retail,1
"experienced sales assistant- briscoes, invercargil",retail assistants,1
grocery assistant - full time,retail,1
grocery assistant - full time,retail assistants,1
keyholder - part-time,retail,1
keyholder - part-time,retail assistants,1
grocery assistant,retail,1
grocery assistant,retail assistants,1
seafood assistant (full time),retail,1
seafood assistant (full time),retail assistants,1
inwards goods,retail,1
inwards goods,retail assistants,1
part time sales assistant needed! newmarket,retail,1
part time sales assistant needed! newmarket,retail assistants,1
casual retail garden centre assistant,retail,1
casual retail garden centre assistant,retail assistants,1
retail assistant fixed term - kapiti,retail,1
retail assistant fixed term - kapiti,retail assistants,1
cleaner and restocker,retail,1
cleaner and restocker,retail assistants,1
meat packer - new world whanganui,retail,1
meat packer - new world whanganui,retail assistants,1
seafood assistant - new world halswell,retail,1
seafood assistant - new world halswell,retail assistants,1
showroom sales consultant - rotorua,retail,1
showroom sales consultant - rotorua,retail assistants,1
sales assistant - art supplies,retail,1
sales assistant - art supplies,retail assistants,1
checkout supervisors - new world centre city,retail,1
checkout supervisors - new world centre city,retail assistants,1
store assistant and baker,retail,1
store assistant and baker,retail assistants,1
luxury jewellery - senior sales,retail,1
luxury jewellery - senior sales,retail assistants,1
seafood assistant - part-time,retail,1
seafood assistant - part-time,retail assistants,1
duty manager - botany,retail,1
duty manager - botany,retail assistants,1
clinique beauty advisor - lambton quay,retail,1
clinique beauty advisor - lambton quay,retail assistants,1
casual sales assistant - burnsco seaview,retail,1
casual sales assistant - burnsco seaview,retail assistants,1
part-time sales specialist - hawera,retail,1
part-time sales specialist - hawera,retail assistants,1
sales assistant,retail,1
sales assistant,retail assistants,1
sales retail assistant,retail,1
sales retail assistant,retail assistants,1
delicatessen assistant - new world kaiapoi,retail,1
delicatessen assistant - new world kaiapoi,retail assistants,1
luxury senior sales consultant,retail,1
luxury senior sales consultant,retail assistants,1
produce assistant - full time,retail,1
produce assistant - full time,retail assistants,1
hannahs tauranga - part time (saturday),retail,1
hannahs tauranga - part time (saturday),retail assistants,1
full time service deli assistant,retail,1
full time service deli assistant,retail assistants,1
online shopping delivery agent/picker (part-time),retail,1
online shopping delivery agent/picker (part-time),retail assistants,1
keyholder - permanent full-time,retail,1
keyholder - permanent full-time,retail assistants,1
quotations assistant,retail,1
quotations assistant,retail assistants,1
graveyard shift sole charge,retail,1
graveyard shift sole charge,retail assistants,1
full time sales assistants - albany!,retail,1
full time sales assistants - albany!,retail assistants,1
checkout operator part-time,retail,1
checkout operator part-time,retail assistants,1
weekend retail assistant (fixed term),retail,1
weekend retail assistant (fixed term),retail assistants,1
butchery packer - pak'nsave timaru,retail,1
butchery packer - pak'nsave timaru,retail assistants,1
sales and service assistant one - te rapa,retail,1
sales and service assistant one - te rapa,retail assistants,1
looking for sales reps to start asap,retail,1
looking for sales reps to start asap,retail assistants,1
barista - new world timaru,retail,1
barista - new world timaru,retail assistants,1
mitre 10 onehunga - timber yard team member,retail,1
mitre 10 onehunga - timber yard team member,retail assistants,1
pharmacy assistant - full/part time - albany,retail,1
pharmacy assistant - full/part time - albany,retail assistants,1
full time sales & training supervisor hamilton,retail,1
full time sales & training supervisor hamilton,retail assistants,1
sales and deliveries assistant - temuka,retail,1
sales and deliveries assistant - temuka,retail assistants,1
service deli supervisor - pak'nsave hornby,retail,1
service deli supervisor - pak'nsave hornby,retail assistants,1
part time sales superstar needed. great $$ & bonus,retail,1
part time sales superstar needed. great $$ & bonus,retail assistants,1
deli assistant - new world waimate,retail,1
deli assistant - new world waimate,retail assistants,1
customer service representative - bp connect otaki,retail,1
customer service representative - bp connect otaki,retail assistants,1
sale and service assistant two - 73.5 hours per fo,retail,1
sale and service assistant two - 73.5 hours per fo,retail assistants,1
experienced retail sales assistant,retail,1
experienced retail sales assistant,retail assistants,1
the baby factory palmerston north,retail,1
the baby factory palmerston north,retail assistants,1
fixed term team members - mitre 10 mega takanini,retail,1
fixed term team members - mitre 10 mega takanini,retail assistants,1
part time retail team member sca te rapa,retail,1
part time retail team member sca te rapa,retail assistants,1
security team member,retail,1
security team member,retail assistants,1
customer service representative,retail,1
customer service representative,retail assistants,1
chilled & frozens dayfiller - full time,retail,1
chilled & frozens dayfiller - full time,retail assistants,1
trade yard team member (2) mitre 10 mega te rapa,retail,1
trade yard team member (2) mitre 10 mega te rapa,retail assistants,1
sushi chef/deli assistant - pak'nsave wainoni,retail,1
sushi chef/deli assistant - pak'nsave wainoni,retail assistants,1
evening frozen foods/ manager - four square twizel,retail,1
evening frozen foods/ manager - four square twizel,retail assistants,1
team member,retail,1
team member,retail assistants,1
sales consultant - timaru,retail,1
sales consultant - timaru,retail assistants,1
"sales consultant, bendon pukekohe",retail,1
"sales consultant, bendon pukekohe",retail assistants,1
gardens retail assistant - warkworth (rodney),retail,1
gardens retail assistant - warkworth (rodney),retail assistants,1
botany downs - women's fashion sales - part time,retail,1
botany downs - women's fashion sales - part time,retail assistants,1
checkout assistants - part time,retail,1
checkout assistants - part time,retail assistants,1
customer service consultant,retail,1
customer service consultant,retail assistants,1
team member- st lukes kfc,retail,1
team member- st lukes kfc,retail assistants,1
service deli opportunities,retail,1
service deli opportunities,retail assistants,1
sales professional | full time | queenstown,retail,1
sales professional | full time | queenstown,retail assistants,1
fresh food assistants -evenings,retail,1
fresh food assistants -evenings,retail assistants,1
home appliances & beds sales consultant,retail,1
home appliances & beds sales consultant,retail assistants,1
customer service superstar - retail,retail,1
customer service superstar - retail,retail assistants,1
retail part time sales consultant - dunedin,retail,1
retail part time sales consultant - dunedin,retail assistants,1
customer sales and service,retail,1
customer sales and service,retail assistants,1
dry goods assistant,retail,1
dry goods assistant,retail assistants,1
trade specialist,retail,1
trade specialist,retail assistants,1
cafe / checkout / lotto,retail,1
cafe / checkout / lotto,retail assistants,1
part time team member | north city,retail,1
part time team member | north city,retail assistants,1
specialist: gardens (warkworth),retail,1
specialist: gardens (warkworth),retail assistants,1
team member-building supplies area,retail,1
team member-building supplies area,retail assistants,1
"nightfill assistant - part time, stoke",retail,1
"nightfill assistant - part time, stoke",retail assistants,1
trade sales role - engineering and mechanical,retail,1
trade sales role - engineering and mechanical,retail assistants,1
"salesperson, botany",retail,1
"salesperson, botany",retail assistants,1
store assistants - pak'nsave hornby,retail,1
store assistants - pak'nsave hornby,retail assistants,1
garden team member,retail,1
garden team member,retail assistants,1
retail assistant - middleton,retail,1
retail assistant - middleton,retail assistants,1
kfc mt maunganui - front counter team member,retail,1
kfc mt maunganui - front counter team member,retail assistants,1
"online assistant, part time - ashburton",retail,1
"online assistant, part time - ashburton",retail assistants,1
stevens - part time retail assistant -the crossing,retail,1
stevens - part time retail assistant -the crossing,retail assistants,1
click and collect - personal shopper,retail,1
click and collect - personal shopper,retail assistants,1
liquor assistant - pak'nsave riccarton,retail,1
liquor assistant - pak'nsave riccarton,retail assistants,1
sales & photography team members (mount maunganui),retail,1
sales & photography team members (mount maunganui),retail assistants,1
the perfect part time position,retail,1
the perfect part time position,retail assistants,1
fixed term - inside garden salesperson,retail,1
fixed term - inside garden salesperson,retail assistants,1
retail assistant/barista,retail,1
retail assistant/barista,retail assistants,1
sales and service assistant two - gisborne,retail,1
sales and service assistant two - gisborne,retail assistants,1
part time retail assistant,retail,1
part time retail assistant,retail assistants,1
team member - pukekohe kfc,retail,1
team member - pukekohe kfc,retail assistants,1
computer technician/sales,retail,1
computer technician/sales,retail assistants,1
part time team member | nz | lynnmall,retail,1
part time team member | nz | lynnmall,retail assistants,1
checkout operator,retail,1
checkout operator,retail assistants,1
inwards goods team member - mosgiel,retail,1
inwards goods team member - mosgiel,retail assistants,1
casual retail assistants - endless summer stores,retail,1
casual retail assistants - endless summer stores,retail assistants,1
applications now closed(retail sales stars)petmart,retail,1
applications now closed(retail sales stars)petmart,retail assistants,1
barista - christchurch airport,retail,1
barista - christchurch airport,retail assistants,1
sales and service assistant- lambton quay,retail,1
sales and service assistant- lambton quay,retail assistants,1
head barista - new world elles road,retail,1
head barista - new world elles road,retail assistants,1
customer service & sales,retail,1
customer service & sales,retail assistants,1
retail assistant - checkouts (new lynn),retail,1
retail assistant - checkouts (new lynn),retail assistants,1
augustine newmarket - casual,retail,1
augustine newmarket - casual,retail assistants,1
part-time sales consultant taupo,retail,1
part-time sales consultant taupo,retail assistants,1
retail sales opportunities - kapiti colorshop,retail,1
retail sales opportunities - kapiti colorshop,retail assistants,1
grocery assistant full time (evening & morning),retail,1
grocery assistant full time (evening & morning),retail assistants,1
assistant store manager,retail,1
assistant store manager,retail assistants,1
keyholder - permanent full time,retail,1
keyholder - permanent full time,retail assistants,1
"meat supervisor - part time, meadowlands",retail,1
"meat supervisor - part time, meadowlands",retail assistants,1
retail assistant at $3 and more store picton,retail,1
retail assistant at $3 and more store picton,retail assistants,1
visual merchandiser - masterton,retail,1
visual merchandiser - masterton,retail assistants,1
"nightfill assistant - fixed term, invercargill",retail,1
"nightfill assistant - fixed term, invercargill",retail assistants,1
motivated fashion sales assistant,retail,1
motivated fashion sales assistant,retail assistants,1
retail sales person,retail,1
retail sales person,retail assistants,1
retail / stock assistant,retail,1
retail / stock assistant,retail assistants,1
crew member- avondale carl's jr,retail,1
crew member- avondale carl's jr,retail assistants,1
customer services representative - showroom,retail,1
customer services representative - showroom,retail assistants,1
experienced sales assistant- rebel sport,retail,1
experienced sales assistant- rebel sport,retail assistants,1
seafood assistant - full time,retail,1
seafood assistant - full time,retail assistants,1
online home delivery driver,retail,1
online home delivery driver,retail assistants,1
chilled and frozen 2ic - new world lincoln,retail,1
chilled and frozen 2ic - new world lincoln,retail assistants,1
full time boating & fishing retail sales glenfield,retail,1
full time boating & fishing retail sales glenfield,retail assistants,1
trade sales assistant - napier (part time),retail,1
trade sales assistant - napier (part time),retail assistants,1
hamilton (te rapa) restore assistant,retail,1
hamilton (te rapa) restore assistant,retail assistants,1
casual sales assistant - mount maunganui,retail,1
casual sales assistant - mount maunganui,retail assistants,1
no experience- we want you!,retail,1
no experience- we want you!,retail assistants,1
trolley assistant - new world centre city,retail,1
trolley assistant - new world centre city,retail assistants,1
retail sales opportunities - part time,retail,1
retail sales opportunities - part time,retail assistants,1
flooring sales team mitre 10 mega ruakura,retail,1
flooring sales team mitre 10 mega ruakura,retail assistants,1
nightfill forklift driver - (full time),retail,1
nightfill forklift driver - (full time),retail assistants,1
chilled & frozen assistant,retail,1
chilled & frozen assistant,retail assistants,1
trolley recovery assistant - part time,retail,1
trolley recovery assistant - part time,retail assistants,1
dynamic retail sales assistants,retail,1
dynamic retail sales assistants,retail assistants,1
dispatch/ sales professional,retail,1
dispatch/ sales professional,retail assistants,1
sales advisor - richmond,retail,1
sales advisor - richmond,retail assistants,1
chilled food/produce assistant,retail,1
chilled food/produce assistant,retail assistants,1
senior customer service desk assistant,retail,1
senior customer service desk assistant,retail assistants,1
health and beauty assistant - full time,retail,1
health and beauty assistant - full time,retail assistants,1
nightfill manager - sunnynook,retail,1
nightfill manager - sunnynook,retail assistants,1
retail store supervisor,retail,1
retail store supervisor,retail assistants,1
grocery 2ic/supervisor,retail,1
grocery 2ic/supervisor,retail assistants,1
storage consultant - storage king panmure,retail,1
storage consultant - storage king panmure,retail assistants,1
service station customer service rep,retail,1
service station customer service rep,retail assistants,1
full time sales professional | invercargill,retail,1
full time sales professional | invercargill,retail assistants,1
online personal shopper - part time,retail,1
online personal shopper - part time,retail assistants,1
loss prevention associate - timaru,retail,1
loss prevention associate - timaru,retail assistants,1
retail team member - takanini,retail,1
retail team member - takanini,retail assistants,1
fine fragrance beauty advisor - manukau,retail,1
fine fragrance beauty advisor - manukau,retail assistants,1
full time checkout operators,retail,1
full time checkout operators,retail assistants,1
revlon beauty advisor - lynnmall,retail,1
revlon beauty advisor - lynnmall,retail assistants,1
customer service representative/ technician,retail,1
customer service representative/ technician,retail assistants,1
sales advisor - bayfair,retail,1
sales advisor - bayfair,retail assistants,1
grocery assistants/team leader,retail,1
grocery assistants/team leader,retail assistants,1
trade sales assistant - hastings (fixed term),retail,1
trade sales assistant - hastings (fixed term),retail assistants,1
full time lotto assistant,retail,1
full time lotto assistant,retail assistants,1
dairy & frozen food assistants pak'nsave moorhouse,retail,1
dairy & frozen food assistants pak'nsave moorhouse,retail assistants,1
"retail and administrative assistant, wellington",retail,1
"retail and administrative assistant, wellington",retail assistants,1
full time shop assistant,retail,1
full time shop assistant,retail assistants,1
building supplies team member,retail,1
building supplies team member,retail assistants,1
retail sales assistants wanted,retail,1
retail sales assistants wanted,retail assistants,1
trade yard sales assistant,retail,1
trade yard sales assistant,retail assistants,1
customer service representative - mount maunganui,retail,1
customer service representative - mount maunganui,retail assistants,1
service deli assistants - pak'nsave rangiora,retail,1
service deli assistants - pak'nsave rangiora,retail assistants,1
bike retail sales,retail,1
bike retail sales,retail assistants,1
team member- dannevirke kfc,retail,1
team member- dannevirke kfc,retail assistants,1
superstar sales assistant wanted,retail,1
superstar sales assistant wanted,retail assistants,1
retail sales assistant | homewares,retail,1
retail sales assistant | homewares,retail assistants,1
reception and retail senior - permanent part-time,retail,1
reception and retail senior - permanent part-time,retail assistants,1
pharmacy assistant - full/part time- cwh bethlehem,retail,1
pharmacy assistant - full/part time- cwh bethlehem,retail assistants,1
retail assistant - glenfield,retail,1
retail assistant - glenfield,retail assistants,1
checkout - key holder,retail,1
checkout - key holder,retail assistants,1
sales and service assistant - oamaru,retail,1
sales and service assistant - oamaru,retail assistants,1
nightfill manager - pt chev,retail,1
nightfill manager - pt chev,retail assistants,1
part time retail assistant - the base,retail,1
part time retail assistant - the base,retail assistants,1
service deli 2c - new world - kaikoura,retail,1
service deli 2c - new world - kaikoura,retail assistants,1
sales & stock specialist,retail,1
sales & stock specialist,retail assistants,1
customer services rep/barista - z gladstone nights,retail,1
customer services rep/barista - z gladstone nights,retail assistants,1
"meat supervisor - full time, the palms",retail,1
"meat supervisor - full time, the palms",retail assistants,1
counter sales; warehouse - henderson,retail,1
counter sales; warehouse - henderson,retail assistants,1
part time team member supercheap auto masterton,retail,1
part time team member supercheap auto masterton,retail assistants,1
day shift forecourt attendant/ customer service,retail,1
day shift forecourt attendant/ customer service,retail assistants,1
interior design consultant / retail assistant,retail,1
interior design consultant / retail assistant,retail assistants,1
sales and service assistant two - pukekohe,retail,1
sales and service assistant two - pukekohe,retail assistants,1
revlon beauty advisor - lower hutt,retail,1
revlon beauty advisor - lower hutt,retail assistants,1
customer service and retail representative,retail,1
customer service and retail representative,retail assistants,1
beauty roles working with revlon & shiseido,retail,1
beauty roles working with revlon & shiseido,retail assistants,1
grocery assistants - pak'nsave moorhouse,retail,1
grocery assistants - pak'nsave moorhouse,retail assistants,1
"nightfill assistant - part time, queenstown",retail,1
"nightfill assistant - part time, queenstown",retail assistants,1
deli/seafood assistant,retail,1
deli/seafood assistant,retail assistants,1
butchery assistant (meat packer),retail,1
butchery assistant (meat packer),retail assistants,1
bakery and deli assistant. new world wanganui,retail,1
bakery and deli assistant. new world wanganui,retail assistants,1
team member: retail (new lynn),retail,1
team member: retail (new lynn),retail assistants,1
full time sales assistants - auckland central!,retail,1
full time sales assistants - auckland central!,retail assistants,1
store assistant,retail,1
store assistant,retail assistants,1
sales assistant | sunglass style | sylvia park,retail,1
sales assistant | sunglass style | sylvia park,retail assistants,1
sales & photography team members (rotorua),retail,1
sales & photography team members (rotorua),retail assistants,1
sales & photography team members (auckland),retail,1
sales & photography team members (auckland),retail assistants,1
retail sales assistant - part-time,retail,1
retail sales assistant - part-time,retail assistants,1
part time team member - commercial bay!,retail,1
part time team member - commercial bay!,retail assistants,1
augustine takapuna - part time sales assistant,retail,1
augustine takapuna - part time sales assistant,retail assistants,1
team member - takapuna kfc,retail,1
team member - takapuna kfc,retail assistants,1
casual sales assistant - queensgate,retail,1
casual sales assistant - queensgate,retail assistants,1
whangarei colorshop part time retail sales,retail,1
whangarei colorshop part time retail sales,retail assistants,1
salesperson - electrical,retail,1
salesperson - electrical,retail assistants,1
part time team member | nz | bayfair,retail,1
part time team member | nz | bayfair,retail assistants,1
sales associates - travel retail - agq,retail,1
sales associates - travel retail - agq,retail assistants,1
in-store demonstrator,retail,1
in-store demonstrator,retail assistants,1
brand experience assistant - fortune favours,retail,1
brand experience assistant - fortune favours,retail assistants,1
balclutha night'n day customer service,retail,1
balclutha night'n day customer service,retail assistants,1
2 x bakery assistant part time,retail,1
2 x bakery assistant part time,retail assistants,1
permanent full-time frankton pharmacy/postshop,retail,1
permanent full-time frankton pharmacy/postshop,retail assistants,1
gun city napier full-time sales assistant,retail,1
gun city napier full-time sales assistant,retail assistants,1
retail co-ordinator - full time - south city sc,retail,1
retail co-ordinator - full time - south city sc,retail assistants,1
bakery and deli assistant,retail,1
bakery and deli assistant,retail assistants,1
fulltime/parttime liquor assistants wanted!,retail,1
fulltime/parttime liquor assistants wanted!,retail assistants,1
"longlife assistant, full time, st james",retail,1
"longlife assistant, full time, st james",retail assistants,1
permanent sales assistant - hardware,retail,1
permanent sales assistant - hardware,retail assistants,1
g-shock outlet retail assistant - part time,retail,1
g-shock outlet retail assistant - part time,retail assistants,1
frozens assistant - warkworth new world,retail,1
frozens assistant - warkworth new world,retail assistants,1
luxury sales consultant,retail,1
luxury sales consultant,retail assistants,1
shop super star for fixed term contract,retail,1
shop super star for fixed term contract,retail assistants,1
chilled and frozens assistant - new world,retail,1
chilled and frozens assistant - new world,retail assistants,1
sales and service assistant two - chartwell,retail,1
sales and service assistant two - chartwell,retail assistants,1
shelf / freezer filler - fresh choice nelson city,retail,1
shelf / freezer filler - fresh choice nelson city,retail assistants,1
bakery assistant & packer,retail,1
bakery assistant & packer,retail assistants,1
part time team member | nz | albany,retail,1
part time team member | nz | albany,retail assistants,1
customer sales consultant - westgate (part time),retail,1
customer sales consultant - westgate (part time),retail assistants,1
shop floor and online assistant.,retail,1
shop floor and online assistant.,retail assistants,1
retail/customer service,retail,1
retail/customer service,retail assistants,1
evening bakery assistants,retail,1
evening bakery assistants,retail assistants,1
westgate colorshop part time retail sales,retail,1
westgate colorshop part time retail sales,retail assistants,1
part time team member - bush inn,retail,1
part time team member - bush inn,retail assistants,1
gun city dunedin full-time sales assistant,retail,1
gun city dunedin full-time sales assistant,retail assistants,1
sales person - toolshed hastings,retail,1
sales person - toolshed hastings,retail assistants,1
north canterbury night-fill,retail,1
north canterbury night-fill,retail assistants,1
loss prevention associate - (26) hours per fortnig,retail,1
loss prevention associate - (26) hours per fortnig,retail assistants,1
part time team member | nz | botany,retail,1
part time team member | nz | botany,retail assistants,1
grocery assistant - night fill,retail,1
grocery assistant - night fill,retail assistants,1
sales assistant | sunglass style | hamilton cbd,retail,1
sales assistant | sunglass style | hamilton cbd,retail assistants,1
revlon counter manager - dunedin,retail,1
revlon counter manager - dunedin,retail assistants,1
pet advisor - sales assistant,retail,1
pet advisor - sales assistant,retail assistants,1
visual merchandiser - 50 hours per fortnight - far,retail,1
visual merchandiser - 50 hours per fortnight - far,retail assistants,1
sales and service assistant two - 20 hours per for,retail,1
sales and service assistant two - 20 hours per for,retail assistants,1
sales and customer service building industry,retail,1
sales and customer service building industry,retail assistants,1
taupo colorshop full time retail sales,retail,1
taupo colorshop full time retail sales,retail assistants,1
retail butchery assistant - part time,retail,1
retail butchery assistant - part time,retail assistants,1
full time experienced butcher wanted!,retail,1
full time experienced butcher wanted!,retail assistants,1
full time boating & fishing sales hamilton,retail,1
full time boating & fishing sales hamilton,retail assistants,1
part time sales consultant - blenheim,retail,1
part time sales consultant - blenheim,retail assistants,1
part-time sales assistant,retail,1
part-time sales assistant,retail assistants,1
kfc thames are hiring team members!,retail,1
kfc thames are hiring team members!,retail assistants,1
sales professional | part time | invercargill,retail,1
sales professional | part time | invercargill,retail assistants,1
summer casual | sunglass style | auckland,retail,1
summer casual | sunglass style | auckland,retail assistants,1
wanganui tab customer service representative,retail,1
wanganui tab customer service representative,retail assistants,1
part time checkout operators,retail,1
part time checkout operators,retail assistants,1
part time retail sales consultant - newmarket,retail,1
part time retail sales consultant - newmarket,retail assistants,1
produce assistant - part time,retail,1
produce assistant - part time,retail assistants,1
qualified butcher- full time,retail,1
qualified butcher- full time,retail assistants,1
duty manager - henrys bws moorhouse,retail,1
duty manager - henrys bws moorhouse,retail assistants,1
part-time sales person,retail,1
part-time sales person,retail assistants,1
goods inward receiving/operations assistance,retail,1
goods inward receiving/operations assistance,retail assistants,1
sales professional | full time | bayfair,retail,1
sales professional | full time | bayfair,retail assistants,1
part time role - seasonal department,retail,1
part time role - seasonal department,retail assistants,1
team member - hawera kfc,retail,1
team member - hawera kfc,retail assistants,1
retail assistant (auckland),retail,1
retail assistant (auckland),retail assistants,1
"mac, makeup artist - bayfair",retail,1
"mac, makeup artist - bayfair",retail assistants,1
service deli assistant - pak'nsave moorhouse,retail,1
service deli assistant - pak'nsave moorhouse,retail assistants,1
paint sales superstar- mt wellington,retail,1
paint sales superstar- mt wellington,retail assistants,1
part time cleaner,retail,1
part time cleaner,retail assistants,1
delicatessen assistant - part time,retail,1
delicatessen assistant - part time,retail assistants,1
op shop assistant - queenstown,retail,1
op shop assistant - queenstown,retail assistants,1
retail sales executive,retail,1
retail sales executive,retail assistants,1
stocktaker,retail,1
stocktaker,retail assistants,1
sales associate - wanganui,retail,1
sales associate - wanganui,retail assistants,1
retail assistant - te rapa,retail,1
retail assistant - te rapa,retail assistants,1
sales superstar needed. boutique store - merivale,retail,1
sales superstar needed. boutique store - merivale,retail assistants,1
sales consultant - noel leeming rangiora,retail,1
sales consultant - noel leeming rangiora,retail assistants,1
trade customer service - mico hornby,retail,1
